01.41.10.121 	Коровы молочного стада племенные
01.41.10.122 	Быки-производители молочного стада племенные
01.41.2 	Молоко сырое крупного рогатого скота
01.41.20 	Молоко сырое крупного рогатого скота
01.41.20.110 	Молоко сырое коровье
01.41.20.120 	Молоко сырое буйволиц
01.41.20.130 	Молоко сырое ячих
01.41.20.190 	Молоко сырое прочего крупного рогатого скота, не включенного в другие группировки
01.42 	Скот крупный рогатый прочий и буйволы живые и их сперма
01.42.1 	Скот крупный рогатый прочий и буйволы живые
01.42.11 	Скот крупный рогатый прочий и буйволы живые (кроме телят и молодняка)
01.42.11.110 	Скот крупный рогатый прочий и буйволы живые (кроме телят и молодняка), кроме племенного
01.42.11.111 	Скот мясной крупный рогатый живой (кроме телят и молодняка), кроме племенного
01.42.11.112 	Буйволы живые (кроме телят и молодняка), кроме племенных
01.42.11.113 	Волы живые (кроме телят и молодняка), кроме племенных
01.42.11.114 	Яки живые (кроме телят и молодняка), кроме племенных
01.42.11.115 	Зебу живые (кроме телят и молодняка), кроме племенных
01.42.11.119 	Скот крупный рогатый прочий живой (кроме телят и молодняка), кроме племенного
01.42.11.120 	Скот крупный рогатый прочий живой (кроме телят и молодняка) племенной
01.42.11.121 	Скот мясной крупный рогатый живой (кроме телят и молодняка) племенной
01.42.11.122 	Буйволы живые (кроме телят и молодняка) племенные
01.42.11.123 	Волы живые (кроме телят и молодняка) племенные
01.42.11.124 	Яки живые (кроме телят и молодняка) племенные
01.42.11.125 	Зебу живые (кроме телят и молодняка) племенные
01.42.11.129 	Скот крупный рогатый прочий живой (кроме телят и молодняка) племенной
01.42.11.130 	Крупный рогатый скот для убоя
01.42.12 	Телята крупного рогатого скота и буйволов живые
01.42.12.110 	Телята крупного рогатого скота и буйволов живые, кроме племенных
01.42.12.111 	Телята молочного крупного рогатого скота живые, кроме племенных
01.42.12.112 	Телята мясного крупного рогатого скота живые, кроме племенных
01.42.12.113 	Телята буйволов живые, кроме племенных
01.42.12.114 	Телята волов живые, кроме племенных
01.42.12.115 	Телята яков живые, кроме племенных
01.42.12.116 	Телята зебу живые, кроме племенных
01.42.12.119 	Телята прочего крупного рогатого скота живые, кроме племенных
01.42.12.120 	Телята крупного рогатого скота и буйволов живые племенные
01.42.12.121 	Телята молочного крупного рогатого скота живые племенные
01.42.12.122 	Телята мясного крупного рогатого скота живые племенные
01.42.12.123 	Телята буйволов живые племенные
01.42.12.124 	Телята волов живые племенные
01.42.12.125 	Телята яков живые племенные
01.42.12.126 	Телята зебу живые племенные
01.42.12.129 	Телята прочего крупного рогатого скота живые племенные
01.42.13 	Молодняк крупного рогатого скота и буйволов живой
01.42.13.110 	Молодняк крупного рогатого скота и буйволов живой, кроме племенного
01.42.13.111 	Молодняк молочного крупного рогатого скота живой, кроме племенного
01.42.13.112 	Молодняк мясного крупного рогатого скота живой, кроме племенного
01.42.13.113 	Молодняк буйволов живой, кроме племенного
01.42.13.114 	Молодняк волов живой, кроме племенного
01.42.13.115 	Молодняк яков живой, кроме племенного
01.42.13.116 	Молодняк зебу живой, кроме племенного
01.42.13.119 	Молодняк прочего крупного рогатого скота живой, кроме племенного
01.42.13.120 	Молодняк крупного рогатого скота и буйволов живой племенной
01.42.13.121 	Молодняк молочного крупного рогатого скота живой племенной
01.42.13.122 	Молодняк мясного крупного рогатого скота живой племенной
01.42.13.123 	Молодняк буйволов живой племенной
01.42.13.124 	Молодняк волов живой племенной
01.42.13.125 	Молодняк яков живой племенной
01.42.13.126 	Молодняк зебу живой племенной
01.42.13.129 	Молодняк прочего крупного рогатого скота живой племенной
01.42.2 	Сперма бычья и буйволов
01.42.20 	Сперма бычья и буйволов
01.42.20.000 	Сперма бычья и буйволов
01.43 	Лошади и прочие животные семейства лошадиных живые
01.43.1 	Лошади и прочие животные семейства лошадиных живые
01.43.10 	Лошади и прочие животные семейства лошадиных живые
01.43.10.100 	Лошади живые
01.43.10.110 	Лошади взрослые чистопородные племенные
01.43.10.120 	Молодняк лошадей чистопородный племенной
01.43.10.130 	Лошади рабоче-пользовательные взрослые, кроме убойных
01.43.10.140 	Молодняк рабоче-пользовательных лошадей, кроме убойных
01.43.10.150 	Лошади убойные
01.43.10.190 	Лошади прочие
01.43.10.210 	Пони
01.43.10.300 	Ослы
01.43.10.310 	Ослы чистопородные племенные
01.43.10.320 	Ослы, кроме чистопородных племенных
01.43.10.410 	Мулы и лошаки живые
01.43.10.500 	Сперма жеребцов и ослов
01.43.10.990 	Животные семейства лошадиных живые прочие, не включенные в другие группировки
01.44 	Верблюды и прочие животные семейства верблюдовых живые
01.44.1 	Верблюды и прочие животные семейства верблюдовых живые
01.44.10 	Верблюды и прочие животные семейства верблюдовых живые
01.44.10.110 	Верблюды-дромедары (одногорбые) живые
01.44.10.120 	Верблюды-бактрианы (двугорбые) живые
01.44.10.130 	Верблюды для убоя
01.44.10.190 	Животные семейства верблюдовых живые прочие
01.45 	Овцы и козы живые
01.45.1 	Овцы и козы живые
01.45.11 	Овцы живые
01.45.11.100 	Овцы чистопородные племенные
01.45.11.110 	Овцы чистопородные племенные тонкорунных пород
01.45.11.120 	Овцы чистопородные племенные полутонкорунных пород
01.45.11.121 	Бараны-производители чистопородные племенные полутонкорунных пород
01.45.11.122 	Матки чистопородные племенные полутонкорунных пород
01.45.11.130 	Овцы чистопородные племенные полугрубошерстных пород
01.45.11.131 	Бараны-производители чистопородные племенные полугрубошерстных пород
01.45.11.132 	Матки чистопородные племенные полугрубошерстных пород
01.45.11.140 	Овцы чистопородные племенные грубошерстных пород (без каракульских и смушковых)
01.45.11.141 	Бараны-производители чистопородные племенные грубошерстных пород
01.45.11.142 	Матки чистопородные племенные грубошерстных пород
01.45.11.150 	Овцы чистопородные племенные каракульской и смушковой пород
01.45.11.151 	Бараны-производители чистопородные племенные каракульской и смушковой пород
01.45.11.152 	Матки чистопородные племенные каракульской и смушковой пород
01.45.11.160 	Молодняк чистопородных племенных овец
01.45.11.190 	Овцы чистопородные племенные прочие, не включенные в другие группировки
01.45.11.200 	Овцы взрослые, кроме чистопородных племенных овец
01.45.11.210 	Овцы взрослые тонкорунных пород, кроме чистопородных племенных овец
01.45.11.211 	Бараны-производители тонкорунных пород, кроме чистопородных племенных овец
01.45.11.212 	Матки тонкорунных пород, кроме чистопородных племенных овец
01.45.11.220 	Овцы взрослые полутонкорунных пород, кроме чистопородных племенных овец
01.45.11.221 	Бараны-производители полутонкорунных пород, кроме чистопородных племенных овец
01.45.11.222 	Матки полутонкорунных пород, кроме чистопородных племенных овец
01.45.11.230 	Овцы взрослые полугрубошерстных пород, кроме взрослых чистопородных племенных овец
01.45.11.231 	Бараны-производители полугрубошерстных пород, кроме взрослых чистопородных племенных овец
01.45.11.232 	Матки полугрубошерстных пород, кроме взрослых чистопородных племенных овец
01.45.11.240 	Овцы взрослые грубошерстных пород (без каракульских и смушковых), кроме взрослых чистопородных племенных овец
01.45.11.241 	Бараны-производители грубошерстных пород (без каракульских и смушковых), кроме взрослых чистопородных племенных овец
01.45.11.242 	Матки грубошерстных пород (без каракульских и смушковых), кроме взрослых чистопородных племенных овец
01.45.11.250 	Овцы взрослые каракульской и смушковой пород, кроме взрослых чистопородных племенных овец
01.45.11.251 	Бараны-производители каракульских и смушковых, кроме взрослых чистопородных племенных овец
01.45.11.252 	Матки каракульских и смушковых, кроме взрослых чистопородных племенных овец
01.45.11.260 	Молодняк овец, кроме молодняка чистопородных племенных
01.45.11.270 	Сперма баранов
01.45.11.290 	Овцы прочие, не включенные в другие группировки
01.45.11.300 	Животные дикие рода баранов
01.45.11.310 	Архары
01.45.11.320 	Бараны снежные
01.45.11.330 	Муфлоны
01.45.11.400 	Овцы и козы для убоя
01.45.11.410 	Овцы для убоя
01.45.11.990 	Животные дикие рода баранов прочие
01.45.12 	Козы живые
01.45.12.100 	Козы чистопородные племенные
01.45.12.110 	Козы взрослые чистопородные племенные
01.45.12.111 	Козлы - производители племенные
01.45.12.112 	Козоматки племенные
01.45.12.120 	Молодняк чистопородных племенных коз
01.45.12.200 	Козы, кроме чистопородных племенных коз
01.45.12.210 	Козы взрослые, кроме чистопородных племенных коз
01.45.12.220 	Молодняк коз, кроме молодняка чистопородных племенных коз
01.45.12.230 	Сперма козлов
01.45.12.300 	Козы дикие
01.45.12.420 	Козы для убоя
01.45.2 	Молоко сырое овечье и козье
01.45.21 	Молоко сырое овечье
01.45.21.000 	Молоко сырое овечье
01.45.22 	Молоко сырое козье
01.45.22.000 	Молоко сырое козье
01.45.3 	Шерсть стриженая немытая овец и коз, включая стриженую шерсть, промытую руном
01.45.30 	Шерсть стриженая немытая овец и коз, включая стриженую шерсть, промытую руном
01.45.30.110 	Шерсть тонкая стриженая немытая, включая стриженую шерсть, промытую руном
01.45.30.120 	Шерсть полутонкая стриженая немытая, включая стриженую шерсть, промытую руном
01.45.30.130 	Шерсть полугрубая стриженая немытая, включая стриженую шерсть, промытую руном
01.45.30.140 	Шерсть грубая стриженая немытая (кроме шерсти смушковых и каракульских овец), включая стриженую шерсть, промытую руном
01.45.30.150 	Шерсть грубая стриженая немытая смушковых и каракульских овец, включая стриженую шерсть, промытую руном
01.46 	Свиньи живые
01.46.1 	Свиньи живые
01.46.10 	Свиньи живые
01.46.10.100 	Свиньи чистопородные племенные
01.46.10.110 	Свиньи взрослые чистопородные племенные
01.46.10.120 	Молодняк чистопородных племенных свиней
01.46.10.200 	Свиньи основного стада, кроме чистопородных
01.46.10.210 	Свиньи взрослые основного стада, кроме чистопородных
01.46.10.220 	Молодняк свиней основного стада, кроме чистопородных
01.46.10.300 	Свиньи дикие
01.46.10.400 	Сперма хряков
01.46.10.500 	Свиньи для убоя
01.47 	Птица сельскохозяйственная живая и яйца
01.47.1 	Птица сельскохозяйственная живая
01.47.11 	Куры живые
01.47.11.100 	Куры яичных пород прародительского стада
01.47.11.110 	Куры яичных пород прародительского стада взрослые
01.47.11.120 	Молодняк кур яичных пород ремонтный прародительского стада
01.47.11.130 	Цыплята кур яичных пород прародительского стада
01.47.11.200 	Куры яичных пород родительского стада
01.47.11.210 	Куры яичных пород родительского стада взрослые
01.47.11.220 	Молодняк кур яичных пород ремонтный родительского стада
01.47.11.230 	Цыплята кур яичных пород родительского стада
01.47.11.300 	Куры яичных пород промышленного стада
01.47.11.310 	Куры яичных пород промышленного стада взрослые
01.47.11.320 	Молодняк кур яичных пород ремонтный промышленного стада
01.47.11.330 	Цыплята кур яичных пород промышленного стада
01.47.11.400 	Куры мясных пород
01.47.11.410 	Куры мясных пород прародительского стада
01.47.11.411 	Куры мясных пород прародительского стада взрослые
01.47.11.412 	Молодняк кур мясных пород ремонтный прародительского стада
01.47.11.413 	Цыплята кур мясных пород прародительского стада
01.47.11.420 	Куры мясных пород родительского стада
01.47.11.421 	Куры мясных пород родительского стада взрослые
01.47.11.422 	Молодняк кур мясных пород ремонтный родительского стада
01.47.11.423 	Цыплята кур мясных пород родительского стада
01.47.11.500 	Куры мясо-яичных пород
01.47.11.510 	Куры мясо-яичных пород взрослые
01.47.11.520 	Молодняк кур мясо-яичных пород ремонтный
01.47.11.530 	Цыплята кур мясо-яичных пород
01.47.11.600 	Бройлеры
01.47.11.610 	Бройлеры мясной породы
01.47.11.620 	Бройлеры мясо-яичной породы
01.47.11.700 	Куры для убоя
01.47.12 	Индейки живые
01.47.12.110 	Индейки живые взрослые
01.47.12.120 	Молодняк индеек
01.47.12.130 	Индюшата
01.47.12.140 	Индейки для убоя
01.47.13 	Гуси живые
01.47.13.110 	Гуси живые взрослые
01.47.13.120 	Молодняк гусей
01.47.13.130 	Гусята
01.47.13.140 	Гуси для убоя
01.47.14 	Утки и цесарки живые
01.47.14.100 	Утки живые
01.47.14.110 	Утки живые взрослые
01.47.14.120 	Молодняк уток
01.47.14.130 	Утята
01.47.14.140 	Утки для убоя
01.47.14.200 	Цесарки живые
01.47.14.210 	Цесарки живые взрослые
01.47.14.220 	Молодняк цесарок
01.47.14.230 	Цесарята
01.47.14.240 	Цесарки для убоя
01.47.2 	Яйца в скорлупе свежие
01.47.21 	Яйца куриные в скорлупе свежие
01.47.21.000 	Яйца куриные в скорлупе свежие
01.47.22 	Яйца прочей домашней птицы в скорлупе свежие
01.47.22.110 	Яйца гусей в скорлупе свежие
01.47.22.120 	Яйца уток в скорлупе свежие
01.47.22.130 	Яйца индеек в скорлупе свежие
01.47.22.140 	Яйца цесарок в скорлупе свежие
01.47.22.150 	Яйца перепелок в скорлупе свежие
01.47.22.190 	Яйца прочей домашней птицы в скорлупе свежие, не включенные в другие группировки
01.47.23 	Яйца инкубационные
01.47.23.110 	Яйца инкубационные куриные
01.47.23.111 	Яйца инкубационные кур мясных пород
01.47.23.112 	Яйца инкубационные кур яичных пород
01.47.23.113 	Яйца инкубационные куриные для иммунобиологических производств
01.47.23.120 	Яйца инкубационные гусей
01.47.23.130 	Яйца инкубационные уток
01.47.23.140 	Яйца инкубационные индеек
01.47.23.150 	Яйца инкубационные цесарок
01.47.23.160 	Яйца инкубационные перепелок
01.47.23.190 	Яйца инкубационные прочей птицы, не включенные в другие группировки
01.49 	Животные живые прочие и продукты животного происхождения
01.49.1 	Животные живые прочие
01.49.11 	Кролики домашние живые
01.49.11.110 	Кролики взрослые домашние живые
01.49.11.111 	Кролики взрослые - самцы
01.49.11.112 	Кролики взрослые - самки (кроликоматки)
01.49.11.120 	Молодняк кроликов
01.49.11.130 	Кролики для убоя
01.49.12 	Птицы живые, не включенные в другие группировки
01.49.12.110 	Перепелки живые
01.49.12.111 	Перепелки живые взрослые
01.49.12.112 	Молодняк перепелок живой
01.49.12.113 	Перепелята
01.49.12.120 	Страусы живые
01.49.12.121 	Страусы живые взрослые
01.49.12.122 	Молодняк страусов
01.49.12.130 	Фазаны живые
01.49.12.131 	Фазаны взрослые живые
01.49.12.132 	Молодняк фазанов
01.49.12.190 	Птицы живые прочие, не включенные в другие группировки
01.49.12.191 	Птицы хищные
01.49.12.192 	Попугаеобразные, включая попугаев, попугаев длиннохвостых, ара и какаду
01.49.12.193 	Чирки, турпаны, лебеди, павлины и аналогичные птицы
01.49.12.194 	Голуби
01.49.12.195 	Птицы дикие, отнесенные к объектам охоты как особо ценные
01.49.12.196 	Птицы для убоя, не включенные в другие группировки
01.49.12.199 	Птицы прочие, кроме используемых для научно-исследовательских целей, не включенные в другие группировки
01.49.13 	Пресмыкающиеся, включая змей и черепах, живые
01.49.13.110 	Пресмыкающиеся живые
01.49.13.120 	Змеи и ящерицы
01.49.13.130 	Черепахи морские, пресноводные и сухопутные
01.49.13.140 	Пресмыкающиеся (рептилии), используемые для научно-исследовательских целей
01.49.13.190 	Пресмыкающиеся живые прочие, не включенные в другие группировки
01.49.19 	Животные живые прочие, не включенные в другие группировки
01.49.19.100 	Олени
01.49.19.110 	Олени северные
01.49.19.111 	Олени северные взрослые
01.49.19.112 	Молодняк северных оленей
01.49.19.113 	Телята северных оленей
01.49.19.120 	Олени пятнистые, лани
01.49.19.121 	Олени пятнистые, лани взрослые
01.49.19.122 	Молодняк пятнистых оленей, ланей
01.49.19.123 	Телята пятнистых оленей, ланей
01.49.19.130 	Олени благородные (европейские, кавказские, маралы, изюбри)
01.49.19.131 	Олени благородные взрослые
01.49.19.132 	Молодняк благородных оленей
01.49.19.133 	Телята благородных оленей
01.49.19.140 	Панты северных оленей, пятнистых оленей, благородных оленей (европейских, кавказских, маралов, изюбрей), ланей
01.49.19.150 	Олени для убоя
01.49.19.190 	Виды оленей прочие
01.49.19.200 	Звери пушные
01.49.19.210 	Лисицы клеточного разведения
01.49.19.211 	Лисицы взрослые клеточного разведения
01.49.19.212 	Молодняк лисиц клеточного разведения
01.49.19.220 	Песцы клеточного разведения
01.49.19.221 	Песцы взрослые клеточного разведения
01.49.19.222 	Молодняк песцов клеточного разведения
01.49.19.230 	Норки клеточного разведения
01.49.19.231 	Норки взрослые клеточного разведения
01.49.19.232 	Молодняк норок клеточного разведения
01.49.19.240 	Нутрии клеточного разведения
01.49.19.241 	Нутрии взрослые клеточного разведения
01.49.19.242 	Молодняк нутрий клеточного разведения
01.49.19.250 	Соболи клеточного разведения
01.49.19.251 	Соболи взрослые клеточного разведения
01.49.19.252 	Молодняк соболей клеточного разведения
01.49.19.260 	Бобры клеточного разведения
01.49.19.261 	Бобры взрослые клеточного разведения
01.49.19.262 	Молодняк бобров клеточного разведения
01.49.19.270 	Ондатры клеточного разведения
01.49.19.271 	Ондатры взрослые клеточного разведения
01.49.19.272 	Молодняк ондатр клеточного разведения
01.49.19.280 	Хори клеточного разведения
01.49.19.281 	Хори взрослые клеточного разведения
01.49.19.282 	Молодняк хорей клеточного разведения
01.49.19.290 	Звери пушные клеточного разведения прочие, не включенные в другие группировки
01.49.19.291 	Звери пушные взрослые клеточного разведения прочие, не включенные в другие группировки
01.49.19.292 	Молодняк прочих пушных зверей клеточного разведения
01.49.19.300 	Животные живые для научно-исследовательских целей
01.49.19.310 	Свинки морские лабораторные
01.49.19.320 	Крысы лабораторные
01.49.19.330 	Мыши лабораторные
01.49.19.340 	Хомяки лабораторные
01.49.19.350 	Приматы для научно-исследовательских целей
01.49.19.360 	Птицы для научно-исследовательских целей
01.49.19.390 	Животные для научно-исследовательских целей прочие
01.49.19.400 	Млекопитающие и животные прочие, не включенные в другие группировки, кроме используемых для научно-исследовательских целей
01.49.19.410 	Приматы, кроме ис
